Ticker,Correct_General,Total_General,Correct_Weekly,Total_Weekly,Average_General_Error,Average_Weekly_Error,Performance_General,Performance_Weekly
COR,21,24,10,24,0.1224073315903746,0.0258678341581273,0.875,0.4166666666666667
HSIC,11,24,10,24,0.0133902524021218,0.0213980495733025,0.4583333333333333,0.4166666666666667
AXP,1,24,9,23,0.0082520247896895,0.0205920744032012,0.041666666666666664,0.391304347826087
BK,2,24,9,24,0.0047169790224773,0.0129241692550604,0.08333333333333333,0.375
HST,13,24,9,24,0.2893700108655102,0.0367160518403167,0.5416666666666666,0.375
CRM,19,24,9,24,0.0612337135167405,0.0403082575605972,0.7916666666666666,0.375
VTRS,20,24,9,24,0.0722093411158976,0.0247721256117992,0.8333333333333334,0.375
APTV,19,24,9,24,0.0653906603999382,0.0449937118374832,0.7916666666666666,0.375
CCI,13,24,9,24,0.1667175062341178,0.1774552406329781,0.5416666666666666,0.375
ADI,12,24,9,24,0.0279424707391546,0.0264142481729793,0.5,0.375
GEN,17,24,9,24,0.0361513425356737,0.0260057760440843,0.7083333333333334,0.375
USB,20,24,9,24,0.05610562813872,0.0231701215050911,0.8333333333333334,0.375
DG,20,24,9,24,0.2594497953354261,0.0407311287073773,0.8333333333333334,0.375
FRT,18,24,9,24,0.0108772903210362,0.0089403996102955,0.75,0.375
LINK-USD,7,24,9,24,0.1964568106583495,0.1103985861510632,0.2916666666666667,0.375
PKG,20,24,9,24,0.0752919366396733,0.0195248983220389,0.8333333333333334,0.375
ITW,10,24,9,24,0.0291961441674192,0.0125253327191988,0.4166666666666667,0.375
HRL,7,24,8,24,0.0327354383105294,0.0303088786578409,0.2916666666666667,0.3333333333333333
PAYC,1,24,8,24,0.1287346400209051,0.016258357845597,0.041666666666666664,0.3333333333333333
CRL,15,24,8,24,0.0533217417360379,0.029147148005755,0.625,0.3333333333333333
HIG,0,24,8,24,0.0,0.0140715108889011,0.0,0.3333333333333333
ETR,17,24,8,24,0.0453633062276413,0.018946610513081,0.7083333333333334,0.3333333333333333
FDX,12,24,8,24,0.0625968356006818,0.0192607742993198,0.5,0.3333333333333333
WELL,17,24,7,24,0.0692288288641686,0.0232769921305544,0.7083333333333334,0.2916666666666667
ABNB,11,24,7,24,0.0639285019118959,0.025547273717886,0.4583333333333333,0.2916666666666667
MOH,7,24,7,24,0.0453914768283702,0.0473347289706968,0.2916666666666667,0.2916666666666667
SPGI,7,24,7,24,0.0227046774050298,0.013204754692627,0.2916666666666667,0.2916666666666667
CE,7,24,7,24,0.0496850452568288,0.0155526501798774,0.2916666666666667,0.2916666666666667
POOL,5,24,7,24,0.0490711327629048,0.0113803469807424,0.20833333333333334,0.2916666666666667
WTW,1,24,6,23,0.005123303669581,0.0215513641645171,0.041666666666666664,0.2608695652173913
DAI-USD,15,17,4,17,0.681909816015643,0.2784580083058139,0.8823529411764706,0.23529411764705882
VICI,0,24,5,24,0.0,0.0195569443187104,0.0,0.20833333333333334
UDR,11,24,4,24,0.0218826695290313,0.0430024424630284,0.4583333333333333,0.16666666666666666
